# IDX        LATG        LATC        LONW          MU          TB
  323      -19.98      -16.48      225.47      0.9398      248.80
  324      -19.99      -16.49      222.30      0.9439      247.11
  325      -19.99      -16.49      219.15      0.9452      245.38
  326      -19.99      -16.49      215.99      0.9436      244.24
  327      -19.98      -16.48      212.83      0.9392      244.01
  328      -19.97      -16.47      209.64      0.9320      244.59
  329      -19.96      -16.46      206.42      0.9217      245.29
  330      -19.94      -16.45      203.17      0.9084      245.00
  331      -19.92      -16.43      199.86      0.8920      242.73
  332      -19.90      -16.41      196.48      0.8721      238.24
  333      -19.87      -16.39      193.02      0.8486      232.38
  334      -19.84      -16.36      189.45      0.8213      226.51
  335      -19.80      -16.33      185.75      0.7895      221.58
  336      -19.76      -16.29      181.89      0.7530      217.34
  337      -19.71      -16.25      177.83      0.7107      212.65
  338      -19.65      -16.20      173.49      0.6618      206.25
  339      -19.58      -16.14      168.79      0.6046      197.31
  340      -19.50      -16.07      163.58      0.5363      184.75
  341      -19.40      -15.99      157.57      0.4520      166.53
  342      -19.27      -15.88      150.08      0.3401      140.91
  343      -19.04      -15.68      137.93      0.1470      109.04
  344      -15.39      -12.63      294.62      0.2487      118.26
  345      -15.57      -12.77      285.38      0.3950      151.62
  346      -15.68      -12.87      278.68      0.4948      178.07
  347      -15.78      -12.95      273.10      0.5728      197.64
  348      -15.85      -13.01      268.17      0.6372      212.68
  349      -15.92      -13.06      263.68      0.6918      224.81
  350      -15.97      -13.11      259.51      0.7387      234.07
  351      -16.02      -13.15      255.57      0.7793      240.01
  352      -16.06      -13.18      251.83      0.8147      242.84
  353      -16.10      -13.21      248.23      0.8453      243.95
  354      -16.13      -13.24      244.75      0.8718      245.36
  355      -16.15      -13.26      241.37      0.8946      248.58
  356      -16.18      -13.28      238.07      0.9138      253.48
  357      -16.20      -13.30      234.83      0.9297      258.17
  358      -16.21      -13.31      231.64      0.9425      260.36
  359      -16.22      -13.32      228.48      0.9523      258.99
  360      -16.23      -13.33      225.36      0.9592      254.99
  361      -16.24      -13.33      222.25      0.9633      250.38
  362      -16.24      -13.33      219.15      0.9645      247.12
  363      -16.23      -13.33      216.05      0.9630      246.47
  364      -16.23      -13.33      212.94      0.9587      248.76
  365      -16.22      -13.32      209.81      0.9515      253.12
  366      -16.21      -13.31      206.65      0.9414      257.42
  367      -16.19      -13.30      203.46      0.9283      259.27
  368      -16.17      -13.28      200.21      0.9120      257.51
  369      -16.15      -13.26      196.90      0.8925      252.88
  370      -16.12      -13.24      193.51      0.8694      247.02
  371      -16.09      -13.21      190.02      0.8425      241.09
  372      -16.06      -13.18      186.41      0.8113      235.40
  373      -16.01      -13.14      182.65      0.7755      229.88
  374      -15.97      -13.10      178.70      0.7343      224.46
  375      -15.91      -13.06      174.50      0.6867      218.79
  376      -15.84      -13.00      169.97      0.6313      211.80
  377      -15.77      -12.94      164.99      0.5657      201.14
  378      -15.67      -12.86      159.32      0.4860      183.46
  379      -15.55      -12.76      152.47      0.3832      156.34
  380      -15.37      -12.61      142.74      0.2284      120.92
  381      -11.72       -9.58      292.07      0.2934      126.82
  382      -11.87       -9.70      283.76      0.4252      162.51
  383      -11.98       -9.79      277.44      0.5197      190.38
  384      -12.07       -9.87      272.08      0.5949      209.64
  385      -12.14       -9.93      267.31      0.6574      222.51
  386      -12.20       -9.98      262.94      0.7108      231.75
  387      -12.26      -10.02      258.86      0.7568      239.03
  388      -12.30      -10.06      255.01      0.7967      244.67
  389      -12.34      -10.09      251.34      0.8315      248.45
  390      -12.38      -10.12      247.81      0.8618      250.81
  391      -12.41      -10.15      244.39      0.8879      253.13
  392      -12.43      -10.17      241.06      0.9104      256.66
  393      -12.46      -10.19      237.80      0.9294      261.03
  394      -12.47      -10.20      234.61      0.9451      264.13
  395      -12.49      -10.22      231.47      0.9578      263.95
  396      -12.50      -10.23      228.36      0.9675      260.29
  397      -12.51      -10.23      225.27      0.9744      254.95
  398      -12.51      -10.24      222.21      0.9784      250.42
  399      -12.51      -10.24      219.15      0.9796      248.57
  400      -12.51      -10.24      216.09      0.9781      250.20
  401      -12.51      -10.23      213.03      0.9738      254.74
  402      -12.50      -10.23      209.94      0.9667      260.28
  403      -12.49      -10.22      206.83      0.9567      264.18
  404      -12.47      -10.20      203.68      0.9437      264.72
  405      -12.45      -10.19      200.48      0.9276      262.22
  406      -12.43      -10.17      197.22      0.9083      258.40
  407      -12.41      -10.15      193.89      0.8855      254.59
  408      -12.37      -10.12      190.45      0.8589      250.94
  409      -12.34      -10.09      186.91      0.8282      247.12
  410      -12.30      -10.06      183.22      0.7930      243.06
  411      -12.25      -10.02      179.35      0.7524      238.81
  412      -12.20       -9.97      175.25      0.7058      233.94
  413      -12.13       -9.92      170.84      0.6516      227.05
  414      -12.06       -9.86      166.02      0.5880      215.58
  415      -11.97       -9.79      160.58      0.5112      196.34
  416      -11.86       -9.69      154.13      0.4142      167.19
  417      -11.70       -9.56      145.49      0.2763      129.17
  418       -7.73       -6.31      306.18      0.0562      106.15
  419       -8.04       -6.56      290.46      0.3221      147.34
  420       -8.18       -6.67      282.68      0.4459      182.72
  421       -8.29       -6.76      276.59      0.5371      207.72
  422       -8.37       -6.83      271.37      0.6104      222.90
  423       -8.45       -6.89      266.71      0.6718      232.11
  424       -8.51       -6.94      262.42      0.7243      239.34
  425       -8.56       -6.98      258.41      0.7697      246.41
  426       -8.60       -7.02      254.61      0.8092      252.71
  427       -8.64       -7.05      250.99      0.8436      256.61
  428       -8.68       -7.08      247.50      0.8736      257.62
  429       -8.71       -7.10      244.12      0.8995      257.10
  430       -8.73       -7.13      240.83      0.9218      256.77
  431       -8.76       -7.14      237.62      0.9407      256.99
  432       -8.77       -7.16      234.46      0.9563      256.68
  433       -8.79       -7.17      231.34      0.9689      254.93
  434       -8.80       -7.18      228.27      0.9785      252.13
  435       -8.81       -7.19      225.21      0.9853      249.67
  436       -8.81       -7.19      222.18      0.9893      248.90
  437       -8.81       -7.19      219.15      0.9906      250.46
  438       -8.81       -7.19      216.13      0.9890      254.02
  439       -8.81       -7.19      213.09      0.9848      258.20
  440       -8.80       -7.18      210.04      0.9777      261.09
  441       -8.79       -7.17      206.95      0.9678      261.38
  442       -8.77       -7.16      203.84      0.9549      259.21
  443       -8.75       -7.14      200.67      0.9389      256.03
  444       -8.73       -7.12      197.45      0.9197      253.28
  445       -8.71       -7.10      194.15      0.8971      251.43
  446       -8.68       -7.08      190.76      0.8708      250.04
  447       -8.64       -7.05      187.26      0.8404      248.43
  448       -8.60       -7.01      183.62      0.8055      246.16
  449       -8.55       -6.98      179.81      0.7654      242.96
  450       -8.50       -6.93      175.78      0.7194      238.55
  451       -8.44       -6.88      171.45      0.6661      232.09
